dt,Abidjan,Addis Abeba,Ahmadabad,Aleppo,Alexandria,Ankara,Baghdad,Bangalore,Bangkok,Belo Horizonte,Berlin,Bogotá,Bombay,Brasília,Cairo,Calcutta,Cali,Cape Town,Casablanca,Changchun,Chengdu,Chicago,Chongqing,Dakar,Dalian,Dar Es Salaam,Delhi,Dhaka,Durban,Faisalabad,Fortaleza,Gizeh,Guangzhou,Harare,Harbin,Ho Chi Minh City,Hyderabad,Ibadan,Istanbul,Izmir,Jaipur,Jakarta,Jiddah,Jinan,Kabul,Kano,Kanpur,Karachi,Kiev,Kinshasa,Lagos,Lahore,Lakhnau,Lima,London,Los Angeles,Luanda,Madras,Madrid,Manila,Mashhad,Melbourne,Mexico,Mogadishu,Montreal,Moscow,Nagoya,Nagpur,Nairobi,Nanjing,New Delhi,New York,Paris,Peking,Pune,Rangoon,Rio De Janeiro,Riyadh,Rome,Saint Petersburg,Salvador,Santiago,Santo Domingo,Seoul,Shanghai,Shenyang,Singapore,Surabaya,Surat,Sydney,São Paulo,Taipei,Taiyuan,Tangshan,Tianjin,Tokyo,Toronto,Umm Durman,Wuhan,Xian
1962-11-01,26.434,16.852999999999998,24.212,16.03,22.311,10.258,17.961000000000006,23.585,26.41,22.38,3.991,19.701,27.679000000000002,22.761999999999997,21.459,23.061,21.392,16.673,12.345,-6.255,5.947,7.455,11.743,27.066,4.033,26.555999999999997,19.917,23.313000000000002,21.151,18.097,28.496,21.459,17.991,23.196,-8.336,27.263,23.434,26.57500000000001,15.392000000000001,18.229,20.616999999999997,26.671,27.94400000000001,6.0829999999999975,7.376000000000001,26.483,19.645,22.901,3.8489999999999998,24.35400000000001,26.625,18.097,19.645,15.975,5.485,13.232,25.427,25.87,4.850999999999999,26.04,3.774,14.83,13.681,28.165,-0.8090000000000002,0.8969999999999996,11.665,21.874,15.74,10.505999999999998,19.917,3.575,5.0760000000000005,3.627,22.494,26.320999999999998,22.89,20.564,7.633000000000001,2.506,24.910999999999998,10.274000000000001,25.958,5.981,11.970999999999998,-1.483,26.511,28.061,24.101,17.365000000000002,20.913,21.136000000000006,-0.6829999999999999,3.3389999999999995,3.627,8.922,1.431,29.250999999999998,11.257,3.6890000000000014
1962-12-01,26.462,17.430999999999994,20.808000000000003,8.999,16.316,4.045,13.38,22.667,23.851,21.76100000000001,-3.1710000000000003,19.993,25.840999999999998,21.829,14.772,19.566000000000006,21.681,19.597,10.892000000000001,-10.538,1.4580000000000002,-0.15999999999999992,7.838999999999999,23.583000000000002,0.478,27.201,15.193,19.686,22.465,12.693,28.221,14.772,14.844000000000001,21.135,-13.455,25.71,21.9,26.746,7.83,12.689,16.830000000000002,26.188,25.851,2.4930000000000003,2.539,22.976,15.417,18.105999999999998,-4.513,24.16,26.735,12.693,15.417,18.181,1.395,10.611,25.519000000000002,24.682,2.365,24.956999999999997,3.2889999999999997,17.393,13.163,27.395,-8.574,-7.846,7.232,19.179000000000002,15.940999999999999,6.115,15.193,-3.176,0.7480000000000002,-0.335,20.317999999999998,24.185,23.816,16.117,2.418,-5.377999999999999,25.525,11.736,25.136999999999997,0.831,6.9270000000000005,-5.9110000000000005,25.991999999999997,26.768,20.899,17.762999999999995,21.356,18.166,-4.742,0.15600000000000014,-0.335,4.3610000000000015,-6.075,24.675,7.206,0.462
1963-01-01,26.995,16.997000000000003,20.0,8.729,15.321,1.8710000000000004,13.466,22.658,22.681,24.11,-8.026,20.214,25.188,23.059,14.268999999999998,18.194000000000006,21.986,21.846999999999998,11.392000000000001,-18.817,-0.875,-6.0420000000000025,6.341,23.123,-6.961,27.34800000000001,13.86,18.354000000000006,22.25,11.859000000000002,26.765,14.268999999999998,11.208,21.781999999999996,-20.607,24.04300000000001,22.026999999999997,27.5,4.523,10.964,15.314,25.494,24.851999999999997,-3.414,3.305,22.226999999999997,13.845999999999998,18.667,-15.092,23.936999999999998,26.771,11.859000000000002,13.845999999999998,19.787000000000006,-2.455,8.111,25.596,23.987,3.3560000000000003,23.551,4.975,19.279,12.988,26.26,-10.999,-17.094,1.713,18.237000000000002,15.973,1.2790000000000001,13.86,-4.5440000000000005,-3.0069999999999997,-5.029,20.930999999999997,23.781,26.619,15.692,1.106,-11.978,26.436,12.11,24.105999999999998,-8.992,1.466,-15.206,25.228,26.139,20.386000000000006,19.381,23.421,13.255,-9.472000000000001,-3.978,-5.029,-0.09400000000000007,-10.797,24.892,3.513,-2.641
1963-02-01,27.826,18.652,23.72600000000001,9.666,15.875,4.292,14.98,24.148000000000003,26.331999999999997,23.267000000000003,-5.5500000000000025,19.905,25.11,22.281,15.62,23.238000000000003,21.625999999999998,20.224,10.425,-11.542,2.184,-3.992,7.8679999999999986,22.43,-2.9370000000000003,27.734,19.203,23.04300000000001,23.298,17.02,25.858,15.62,14.089,20.74,-13.959000000000001,24.952,24.65,28.526,8.122,12.547,20.53,25.985,24.180999999999997,0.384,7.351000000000001,27.079,19.055,22.438,-5.882999999999999,24.682,26.827,17.02,19.055,20.809,-0.9760000000000004,13.722000000000001,26.123,25.077,2.4030000000000005,24.441,7.099,17.882,12.445,27.03,-14.214,-10.828,3.0690000000000004,22.481,16.604,4.359,19.203,-5.69,-1.4929999999999994,-1.2080000000000002,23.091,25.996,26.241000000000003,18.243,2.276,-11.709000000000001,26.482,11.609000000000002,25.035,-2.55,4.0360000000000005,-7.393000000000002,25.561999999999998,26.307,24.229,19.888,22.614,14.678,-4.645,-0.6509999999999999,-1.2080000000000002,1.5499999999999998,-11.671,26.07800000000001,7.115,0.8160000000000001
1963-03-01,27.952,19.511000000000006,26.861,9.904,15.831,3.115,15.329,26.796999999999997,28.338,24.5,3.052,20.535,26.171,23.695,16.671,26.79000000000001,22.361,19.588,13.385,-0.79,7.8039999999999985,4.709,13.443,22.594,3.9210000000000003,27.362,22.849,26.176,21.86,19.935,25.32800000000001,16.671,18.046,20.926,-2.344,26.53700000000001,28.736,27.97,6.105,10.862,24.012,26.69400000000001,24.698,7.603,9.308,27.32,23.291999999999998,25.475,-4.6960000000000015,25.046999999999997,26.98200000000001,19.935,23.291999999999998,20.455,6.07,10.81,26.20300000000001,27.874000000000002,7.0729999999999995,26.515,7.367000000000001,17.151999999999994,16.915,28.298000000000002,-4.619,-10.202,7.631,25.916,17.169999999999998,10.264000000000001,22.849,3.41,6.462999999999999,6.966,26.313000000000002,28.484,27.351999999999997,20.691,6.3340000000000005,-10.232,26.98200000000001,9.239,25.429000000000002,4.555,10.299000000000001,1.865,26.9,26.435,27.38300000000001,19.444000000000006,23.541999999999998,18.087,4.458,7.2010000000000005,6.966,5.188,-2.035,27.798000000000002,11.508,6.869
1963-04-01,27.572,18.534000000000002,30.342,16.168000000000006,18.889000000000006,9.456,22.12,27.428,29.787,22.164,9.022,19.893,26.956999999999997,22.417,21.78,29.269000000000002,21.7,16.601,15.38,7.566,12.089,8.663,17.868,21.089,9.017000000000001,26.022,28.448,27.885,20.581999999999997,25.61,25.632,21.78,22.346999999999998,19.423,6.654,27.967,30.116999999999997,27.412,9.832,14.468,29.439,27.403000000000002,26.423,12.258,14.290999999999999,30.499,28.552,28.5,6.0310000000000015,24.873,27.229,25.61,28.552,18.55,8.584,11.427,25.55,29.503,8.959000000000003,27.926,14.966,12.829,19.205,27.809,4.2440000000000015,2.718,13.914000000000001,29.701,16.654999999999998,14.995999999999999,28.448,9.27,9.656,12.613,28.039,29.911,25.125,25.744,10.892999999999999,1.8969999999999998,26.046999999999997,8.094999999999999,25.679,10.155,15.216,8.413,27.37,27.025,29.97600000000001,17.914,20.239,21.309,8.379,11.499,12.613,11.927,5.4170000000000025,31.149,16.358,10.407
1963-05-01,26.976,18.878,32.794000000000004,19.533,21.25,13.715,25.06,27.81600000000001,30.671,18.771,13.763,20.189,28.943,20.068,25.055,29.574,22.00800000000001,15.41,17.503,16.391,16.451999999999998,10.845999999999998,22.238000000000003,23.618,15.042000000000002,25.011999999999997,32.830999999999996,28.132,19.229,29.563000000000002,25.865,25.055,27.773000000000003,16.393,15.289000000000001,29.253,32.615,27.088,15.483,18.285999999999998,33.446999999999996,27.564,28.305999999999997,18.008,18.083,30.955,31.897,30.66800000000001,17.976,24.948,27.818,29.563000000000002,31.897,16.833,10.744000000000002,16.365,25.486,32.526,13.32,29.259,17.587999999999994,11.142000000000001,18.359,26.938000000000002,11.107000000000001,15.755,18.65,33.306000000000004,16.391000000000002,20.951,32.830999999999996,14.182,12.16,19.476,29.779,30.359,23.533,28.991999999999997,14.57,12.288999999999998,24.291999999999998,3.0010000000000003,26.292,15.67,20.659,15.424000000000001,27.750999999999998,27.308000000000003,31.937999999999995,17.142,17.403,25.924,15.559000000000001,18.299,19.476,16.712,10.292,33.823,22.878,16.587
1963-06-01,25.79,17.71,32.134,26.579,24.256999999999998,18.2,32.736999999999995,25.517000000000003,28.623,17.674,17.753,20.239,28.127,18.868,27.776999999999997,29.842,22.329,13.979000000000001,21.391,21.895,17.243000000000002,18.527,24.06900000000001,26.594,20.717,24.141,34.062000000000005,28.624000000000002,17.864,34.918000000000006,26.22300000000001,27.776999999999997,27.95,14.673,21.043000000000006,28.761,29.279,26.291,20.798000000000002,23.39,34.233000000000004,27.079,31.011999999999997,25.26,26.12,28.866,32.407,31.66200000000001,17.168,23.46,27.57,34.918000000000006,32.407,14.915,15.168,18.631,22.971,32.117000000000004,17.295,26.979,23.455,8.852,18.805999999999997,26.417,18.242,13.255,22.93,30.248,14.784,24.112,34.062000000000005,19.857,16.217,25.743,26.908,27.575,22.967,34.334,19.02,12.655,23.468000000000004,-0.010000000000000007,27.119000000000003,20.090999999999998,23.744,20.858,27.521,26.711,30.774,14.754000000000001,15.887999999999998,25.866,20.382,24.215999999999998,25.743,20.675,17.328,34.405,26.166999999999998,22.764
1963-07-01,24.864,16.523,29.323,29.276999999999997,26.756999999999998,21.366999999999997,35.397,24.976,27.748,18.089000000000002,19.602999999999998,20.243,27.14,19.267,28.903000000000002,29.235,22.096999999999998,11.962,25.837,23.25800000000001,19.512999999999998,22.119,26.767,28.131,23.755,23.805,32.433,28.691999999999997,17.247,33.757,26.311,28.903000000000002,28.124000000000002,15.895,22.872,28.4,27.525,25.366,23.335,26.097,31.482,26.35,32.321999999999996,25.998,26.493000000000002,26.737,30.355,31.03,21.699,22.423000000000002,26.794,33.757,30.355,14.485,15.651000000000002,22.69400000000001,20.605999999999998,31.094,21.534000000000002,26.674,24.938000000000002,7.439,17.189,25.658,20.675,18.531,26.499,26.964000000000002,14.262,28.306,32.433,22.529,18.337,27.250999999999998,24.866,26.409000000000002,22.862,35.593,22.48,16.714000000000002,22.664,0.445,27.743,23.323,28.805999999999997,23.649,27.26,25.955,28.44400000000001,14.009,16.871000000000002,27.448,22.781999999999996,25.81900000000001,27.250999999999998,24.053,19.575,31.291999999999998,29.141,24.531999999999996
1963-08-01,25.217,16.791999999999998,27.669,30.255,27.446,22.061,34.952,24.576,27.78,20.012,18.154,21.191,26.397,21.516,28.845,29.277,22.932,12.82,25.496,22.956,20.000999999999998,21.125999999999998,27.549,28.398000000000003,24.861,23.211,29.375,28.861,18.535999999999998,31.798000000000002,27.358,28.845,28.897,17.364,21.959,27.805999999999997,26.32,25.061999999999998,23.781999999999996,26.646,28.496,25.742,32.343,25.885,24.595,25.430999999999997,28.896,29.764,20.979,23.105,26.451,31.798000000000002,28.896,14.379000000000001,14.773,23.151999999999997,21.241999999999997,29.938,19.838,26.818,22.698,9.012,17.483999999999998,25.596999999999998,16.43,17.425,26.499000000000002,25.86,14.550999999999998,27.813000000000002,29.375,20.257,16.165,26.205,23.876,26.82800000000001,22.661,34.793,21.58,16.840999999999998,22.847,0.9590000000000001,27.873,24.888,28.535999999999998,24.291999999999998,27.147,25.617,27.148000000000003,13.997,18.192999999999998,28.533,21.677,24.331,26.205,24.79300000000001,16.771,30.394000000000002,29.338,23.767
1963-09-01,25.905,17.252000000000002,27.625,26.202,26.206,17.845000000000006,31.42100000000001,25.301,27.715000000000003,22.862,15.235,21.038,26.901,24.099,26.91800000000001,29.255,22.66800000000001,15.325,21.595,15.439,17.114,18.525,24.573,28.619,20.267,23.51,28.601999999999997,28.984,21.111,29.876,28.088,26.91800000000001,28.666,21.129,14.681,27.998,27.225,25.976,20.73,23.666999999999998,28.16,26.287,31.641,20.754,21.107,26.899,28.05,28.85,16.375999999999998,24.594,26.873,29.876,28.05,14.539,13.348,23.146,22.676,30.09800000000001,16.123,26.81,19.114,11.064,16.935,26.346,11.533,13.385,21.269,26.612,15.032,23.715,28.601999999999997,15.305999999999996,14.992,20.601,24.643,27.142000000000003,23.366,31.785,18.131,13.511,23.515,0.8960000000000001,27.63300000000001,19.715,24.33,17.093,27.11,26.557,27.131999999999998,15.103,21.162,27.597,15.132,18.813,20.601,19.113000000000003,12.699000000000002,31.847,25.579,17.221
1963-10-01,25.839,17.345,27.908,20.549,24.318,12.646,25.538,24.551,26.894000000000002,24.247,9.327,20.421000000000006,28.146,25.785,24.711,27.52,22.065,17.088,19.585,6.106,10.97,17.738,17.131,27.111,12.584,24.936999999999998,26.844,27.249000000000002,20.549,26.753,28.875999999999998,24.711,23.358,23.789,4.887,27.205,26.101,26.028,15.779000000000002,18.897000000000002,27.06,26.994,29.635,14.288,16.474,27.083000000000002,25.776999999999997,28.104,8.350999999999999,24.785,26.454,26.753,25.776999999999997,14.81,10.623,17.732,23.445999999999998,28.37,13.755,26.752,14.610999999999999,14.825999999999999,14.888,26.836,10.649,5.517,16.557000000000002,25.663,16.438,16.372,26.844,13.454999999999998,10.706,12.655999999999999,24.772,27.131999999999998,22.903000000000002,26.658,12.472,6.5310000000000015,24.737,3.975000000000001,27.039,12.72,17.009999999999998,8.324,26.47600000000001,28.22300000000001,27.045,16.490000000000002,20.919,23.271,8.019,12.253,12.655999999999999,14.09,12.328,31.783,18.002000000000006,12.029000000000002
1963-11-01,26.91,17.406,25.35,13.431,20.424,6.992000000000001,16.792,23.897,26.765,24.424,8.1,19.526,28.123,24.304000000000002,19.51,23.945999999999998,21.191999999999997,19.288,15.364,-4.558,6.4369999999999985,9.777000000000001,13.553,26.568,6.049,25.899,21.627,23.645,21.373,19.584,29.49,19.51,20.608,23.517,-6.537000000000001,27.455,24.374000000000002,26.738000000000003,12.757,16.475,22.74,27.252,27.95300000000001,8.249,8.787,23.913,21.106,24.515,3.873,24.129,27.134,19.584,21.106,16.164,8.102,12.657,24.389,26.276999999999997,7.974,26.683000000000003,7.1999999999999975,15.033,13.94,27.304000000000002,3.114,-0.6520000000000001,11.705,23.221,16.473,12.369000000000002,21.627,7.778,9.195,5.303999999999999,23.193,26.737,23.889,19.961,11.362,0.8390000000000001,25.718000000000004,6.2410000000000005,26.11,6.3020000000000005,13.372000000000002,-0.24,26.866,28.798000000000002,24.811999999999998,16.43,22.500999999999998,22.288,1.537,5.834,5.303999999999999,9.392,4.783,28.13900000000001,13.216,5.9250000000000025
1963-12-01,26.776999999999997,16.756999999999998,21.43,6.76,16.575,1.706,9.672,22.781999999999996,24.696,23.291999999999998,-3.039,20.418,26.467,22.967,15.057,20.099,22.38,20.106,10.872,-11.365,1.459,-3.26,8.811,22.158,-0.8770000000000001,26.929,15.338,20.141,22.483,13.612,27.818,15.057,14.95,22.03,-14.194,26.281999999999996,22.711,27.222,7.5829999999999975,13.065,16.914,26.838,24.935,0.893,4.2029999999999985,22.339,15.535,19.842,-8.013,24.436999999999998,27.2,13.612,15.535,17.730999999999995,2.141,10.295,25.019000000000002,24.687,2.803,25.494,0.8160000000000001,17.63,11.893,26.22,-12.968,-9.748,7.4270000000000005,19.352,15.823000000000002,5.7589999999999995,15.338,-4.0169999999999995,0.242,-2.252,21.189,24.521,23.99,14.043,4.276,-5.555,25.096,10.974,25.829,0.7169999999999999,6.902,-7.313999999999999,26.063000000000002,27.433000000000003,21.346,18.553,21.989,18.311,-6.242999999999999,-1.536,-2.252,5.126,-8.851,23.805,6.846,-0.507
1964-01-01,26.551,17.792,17.775,1.5229999999999997,13.122,-5.73,4.723000000000001,22.799000000000003,26.273000000000003,22.099,-2.3080000000000003,20.84,23.061,21.94400000000001,11.879000000000001,19.105999999999998,22.744,20.329,9.978,-14.953,-0.121,2.563,5.968999999999999,21.796,-3.4770000000000003,27.544,12.769,18.533,22.739,9.863999999999999,26.145,11.879000000000001,13.455,22.145,-17.249000000000002,27.12,23.425,26.894000000000002,2.1099999999999994,7.752999999999999,13.788,27.057,22.386999999999997,-1.2999999999999998,-1.4510000000000003,21.691999999999997,13.802999999999999,15.96,-7.6160000000000005,25.054000000000002,26.31900000000001,9.863999999999999,13.802999999999999,20.096,2.225,8.293,25.728,24.58,2.716,25.868000000000002,-6.709,18.022000000000002,12.461,26.31,-7.862,-8.567,5.595,19.405,16.142999999999994,3.846,12.769,-1.993,0.7010000000000001,-4.376,19.858,23.811999999999998,24.936,12.373,1.894,-3.359,25.855,12.279000000000002,24.684,-0.5049999999999999,5.021,-9.603,26.516,27.545,18.727,20.012,22.185,17.229999999999997,-7.8870000000000005,-3.924,-4.376,2.506,-5.459,21.729,4.522,-2.093
1964-02-01,28.374000000000002,19.273,21.796999999999997,7.093999999999999,14.155999999999999,-1.067,12.337,25.16,27.311999999999998,23.31,0.031999999999999966,21.348000000000006,23.717,22.777,13.749,22.64,22.930999999999997,19.567,11.794,-16.473,0.2850000000000001,1.218,4.412,22.539,-6.5630000000000015,28.013,17.238,22.156999999999996,23.54300000000001,14.326,25.254,13.749,11.481000000000002,22.526,-17.895,27.117,26.267,28.711,4.075,9.494,18.541,27.176,22.577,-4.357,3.15,23.403000000000002,17.861,20.449,-8.391,25.024,27.447,14.326,17.861,20.671999999999997,4.2810000000000015,9.755,25.186,26.628,5.535,25.961,2.5789999999999997,17.790000000000006,14.585999999999999,26.861,-9.5,-11.378,3.8720000000000008,22.458000000000002,17.414,0.3570000000000002,17.238,-2.8760000000000003,5.394,-5.9,22.671,26.279,26.208,15.892999999999999,4.504,-9.223,26.585,11.665999999999999,25.56,-4.016,1.7060000000000004,-11.877,26.436999999999998,27.29,22.85,19.508,22.378,16.057000000000002,-8.681999999999999,-6.051,-5.9,1.339,-6.925,23.285,1.104,-3.924
1964-03-01,28.338,20.3,27.99,12.546,17.057000000000002,6.367000000000001,18.49,27.44,28.767000000000003,22.855,0.28600000000000003,21.066999999999997,26.061999999999998,22.726999999999997,18.075,28.22600000000001,22.948,18.923,13.745999999999999,-2.675,7.683,3.307,13.078,21.73,1.945,27.892,25.0,27.558000000000003,24.269000000000002,22.041999999999998,25.526999999999997,18.075,17.983,23.047,-3.4330000000000003,27.519,29.864,28.851999999999997,7.0829999999999975,12.364,25.977,27.134,24.95,6.724,10.199,28.759,25.6,26.677,-4.388999999999999,25.432,27.454,22.041999999999998,25.6,20.174,4.0790000000000015,10.388,25.764,28.897,6.452999999999999,27.471,9.595,16.392,16.828,28.613000000000003,-2.698,-6.91,7.227,27.761,17.309,9.783,25.0,3.728,4.949,4.518000000000002,27.018,29.00800000000001,26.087,21.855,7.5630000000000015,-5.716,26.239,8.527999999999999,25.84,3.1060000000000003,9.516,-0.392,26.929,26.941999999999997,28.401,19.684,22.171999999999997,17.867,3.512,5.5509999999999975,4.518000000000002,4.974,-1.873,28.561,11.367,7.096
1964-04-01,27.461,19.065,31.622,15.344,17.986,8.728,21.166999999999998,28.756999999999998,30.07,21.996,9.426,19.925,27.87,22.47,20.3,30.011,21.854,16.621000000000002,13.962,7.3260000000000005,13.45,8.280000000000001,19.765,21.357,8.835999999999997,26.705,30.072,28.337,20.895,27.099,25.236,20.3,24.109,20.673,6.2959999999999985,28.959,32.262,27.531999999999996,11.544,14.792,31.193,27.195,26.629,12.873,14.079,31.371,30.434,29.41800000000001,7.8420000000000005,24.813000000000002,27.26,27.099,30.434,18.472,8.576,12.94,25.594,31.084,9.461,28.862,11.33,13.975999999999999,19.111,28.706999999999997,4.6160000000000005,3.815,16.483,32.444,16.639,17.592,30.072,7.99,9.679,12.223,29.831000000000003,30.494,25.196,25.454,10.589,2.045,25.701,5.847,25.837,12.297,17.364,9.129,27.083,27.197,31.430999999999997,18.183,20.846,23.489,11.185,12.607000000000001,12.223,13.595999999999998,5.3260000000000005,32.001999999999995,18.768,12.969000000000001
1964-05-01,26.394000000000002,18.647000000000002,33.133,20.733,20.498,13.504000000000001,28.00800000000001,28.601999999999997,28.494,19.247,14.485999999999999,20.314,29.1,20.912,23.821,30.456,22.191,15.809000000000001,21.125999999999998,17.325,15.425,14.68,20.875999999999998,24.59800000000001,17.422,25.329,31.743,28.938000000000002,19.79,30.234,25.629,23.821,25.994,17.56,16.397000000000002,28.379,33.631,26.596,14.07,17.912,32.943000000000005,27.428,27.687,19.973,19.358,30.856,31.552000000000003,31.476999999999997,13.295,24.750999999999998,27.37,30.234,31.552000000000003,15.207999999999998,13.681,15.22,24.913,33.948,17.393,29.17,18.261,10.681,18.906,27.337,13.526,11.001,18.546,34.016,16.015,20.11,31.743,16.402,15.181,21.089,29.924,28.805,23.602,31.111,15.414000000000001,8.578999999999999,24.743,3.59,27.012,17.275,19.707,17.320999999999998,27.664,27.517000000000003,32.178000000000004,15.716,17.374000000000002,23.923000000000002,15.754000000000001,19.137,21.089,16.744,13.672,33.779,21.781,16.235999999999994
1964-06-01,25.125,17.389,31.39,26.619,24.313000000000002,18.19,33.744,25.83,28.394000000000002,17.926,19.007,19.481,28.16,19.067999999999998,27.607,30.74,21.235,12.287,22.449,19.827,17.180999999999994,18.488,22.499000000000002,26.504,19.886,24.163,34.282000000000004,29.121,17.582,33.917,25.54300000000001,27.607,27.107,15.188,19.402,28.541,30.065,25.993000000000002,20.563000000000002,23.211,33.213,26.756999999999998,30.639,24.684,23.858,28.891,33.251,31.275,21.44,22.597,27.151,33.917,33.251,13.492,14.339,19.074,21.916999999999998,32.459,17.936,27.769,22.506999999999998,9.344,17.674,26.624000000000002,16.86,18.067,21.205,31.233,14.969,24.316999999999997,34.282000000000004,19.283,16.767,24.615,27.156,27.338,22.839000000000002,34.888000000000005,20.182000000000002,14.024,23.64,-1.571,27.221,20.088,23.964000000000002,19.843,27.189,26.494,30.374000000000002,15.159,15.685,25.79300000000001,20.117,23.941999999999997,24.615,19.461,16.677,33.828,24.879,21.955
1964-07-01,24.256999999999998,16.256,28.531999999999996,29.174,25.546999999999997,21.31,35.184,24.676,28.076,16.869,19.209,19.8,27.01,19.072,27.706999999999997,28.392,21.715999999999998,12.574000000000002,25.675,22.443,20.405,22.594,28.341,27.891,22.805999999999997,23.094,29.906,27.908,16.948,31.311,26.037,27.706999999999997,29.138,14.004000000000001,22.048,28.51,27.338,24.156,22.026,24.685,29.555,26.363000000000003,31.739,26.474,25.017,25.462,29.08,30.827,20.519,21.516,25.63300000000001,31.311,29.08,13.605,17.043000000000006,23.715,20.401,30.888,22.291999999999998,26.934,25.13300000000001,7.911,17.458000000000002,25.244,20.333,19.14,26.713,26.605,13.784,30.118000000000002,29.906,22.791,19.415,25.756999999999998,24.656,27.225,21.113000000000003,35.181000000000004,21.646,16.314,23.237,-1.2040000000000002,27.60400000000001,23.58,30.340999999999998,22.731,26.378,26.189,27.916,14.193,14.194,28.565,21.441000000000006,24.456999999999997,25.756999999999998,24.249,20.533,29.781,30.367,23.855
1964-08-01,23.84,16.108,27.643,28.115,26.514,20.171,33.494,24.24,27.74,19.601000000000006,16.973000000000006,20.39,26.462,21.281,27.897,29.125,22.009,11.939,25.541,21.993000000000002,19.825,21.430999999999997,27.44,27.747,23.941,23.441999999999997,29.965,28.74,17.715,31.424,27.136999999999997,27.897,28.340999999999998,17.200000000000006,21.311999999999998,27.729,26.162,23.93,21.121,24.476999999999997,28.589000000000002,26.36,31.674,25.522,24.88,24.42100000000001,29.237,30.206,17.014,21.844,25.268,31.424,29.237,12.889000000000001,16.474,23.635,20.287000000000006,29.676,21.226999999999997,26.487,23.79,9.19,18.022000000000002,25.123,16.282,15.377,27.84800000000001,25.643,14.16,28.497,29.965,20.15,18.345,25.160999999999998,23.85,26.73,22.529,34.654,21.094,14.605,23.372,0.24,27.794,25.183000000000003,28.596999999999998,23.326999999999998,26.853,26.63,27.179,14.306,17.642000000000003,27.909,20.612,23.719,25.160999999999998,26.031999999999996,16.067999999999998,28.249000000000002,29.355,23.63600000000001
1964-09-01,24.365,16.695,28.244,24.615,24.593000000000004,16.398000000000003,30.113000000000003,24.225,27.54000000000001,21.124,14.77,20.4,26.603,23.116999999999997,25.048000000000002,29.136999999999997,22.001,12.918,24.815,14.335,16.304000000000002,18.701,22.78,27.456000000000003,19.493,23.625,28.715,28.901999999999997,19.208,29.661,27.737,25.048000000000002,27.426,20.712,13.334,27.833000000000002,26.303,24.463,18.359,21.159,28.702,26.497,30.629,19.945,21.261,25.589000000000002,27.979,28.649,14.244000000000002,23.304,25.406999999999996,29.661,27.979,13.34,14.678,20.423,21.781,29.07800000000001,20.324,26.881,18.151000000000003,10.419,17.551,26.105,12.537,11.708,23.641,26.56,14.806,24.910999999999998,28.715,17.916999999999994,16.575,19.864,24.301,27.13900000000001,22.243,31.66,17.485000000000007,10.614,23.449,3.279,27.553,19.863,25.794,16.793000000000006,26.621,27.951,27.445999999999998,15.832,18.99,27.505,14.709000000000001,18.282,19.864,20.093,13.968,30.433000000000003,25.656999999999996,16.753
1964-10-01,24.965,16.307000000000002,26.910999999999998,19.761,23.036,12.453,22.586,24.506,27.192,21.263,7.960000000000001,19.632,27.405,22.028000000000002,23.129,27.726,21.114,15.247,18.928,6.4079999999999995,12.3,11.603,17.453,27.375999999999998,12.964,24.07500000000001,26.04300000000001,27.707,19.096,24.761999999999997,27.948,23.129,24.684,23.985,5.119,27.16800000000001,26.236,25.12,16.399,19.855,26.105,25.772,28.154,14.565,14.270999999999999,26.111,25.979,26.027,8.843,23.961,25.537,24.761999999999997,25.979,13.825,8.597000000000001,19.471,23.259,28.58,10.875,26.53,9.505,11.672,14.317,26.708000000000002,6.407,6.702999999999999,16.678,25.927,15.073,17.642,26.04300000000001,9.976,8.877,12.559,24.45300000000001,27.571,21.38,25.230999999999998,12.452000000000002,7.869999999999999,24.185,5.422999999999999,26.83,13.25,18.765,8.622,26.323,27.167,26.549000000000003,15.307,18.896,25.035999999999998,8.998,12.39,12.559,13.502,7.001,30.518,18.956,12.058
1964-11-01,26.03,16.159000000000002,23.053,12.594000000000001,19.61,6.229,16.660999999999998,22.831,24.85100000000001,20.975,5.287999999999999,19.491,27.125,21.343000000000004,18.878,23.767,20.971,16.769000000000002,14.067,-3.492,6.5,9.196,12.287,26.27,6.301,25.807,19.417,24.331999999999997,20.430999999999997,17.752,28.503,18.878,19.058,23.254,-5.6229999999999976,25.761,23.244,26.28700000000001,11.024,15.58,19.993,26.283,26.676,7.6320000000000014,7.992000000000001,23.730999999999998,19.337,21.77,1.354,24.07500000000001,26.397,17.752,19.337,15.92,7.239,10.828,24.618000000000002,25.439,6.964,25.486,7.284,14.8,14.459000000000001,26.85,0.02200000000000002,-2.504,10.851,21.27,15.786,11.003,19.417,6.768,6.972,5.541,21.947,26.658,21.886,19.785999999999998,8.652000000000001,-0.412,24.070999999999998,9.004,25.923,6.188,12.015,0.736,26.707,26.95300000000001,22.831999999999997,17.812,19.741,20.809,1.511,5.771,5.541,8.424000000000001,3.467,27.421999999999997,12.562,6.027
